,,#,#,,,,#,#,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,#,#,,,,#,#,,,
,12154001,2,1,1,4,1,보조방어구,하르세스 디펜더,Item_Name_12154001,10102001,5,6000,20700,2,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,50,2504010,1,80101501,6003,3007,5004,0,1,1,1,1,12154001,하르세스 디펜더,,,
,12154002,2,2,1,4,1,보조방어구,파이어마린 디펜더,Item_Name_12154002,10102001,5,6000,20700,2,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,50,2504020,1,80101501,6003,3007,5004,0,1,1,1,1,12154011,하르세스 디펜더 2,,,
,12154003,2,3,1,4,1,보조방어구,위하르 디펜더,Item_Name_12154003,10102001,5,6000,20700,2,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,50,2504030,1,80101501,6003,3007,5004,0,1,1,1,1,12154021,하르세스 디펜더 3,,,
,12164001,2,1,1,4,1,보조방어구,아카트 디펜더,Item_Name_12164001,10102001,6,6000,20700,2,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,70,2604010,1,0,6004,3009,6004,0,1,1,1,1,12164001,아카트 디펜더,,,
#,12164002,2,2,1,4,1,보조방어구,뱅퀴쉬 디펜더,Item_Name_12164002,10102001,6,6000,20700,2,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,70,2604010,1,0,6004,3009,6004,0,1,1,1,1,12164011,아카트 디펜더 2,,,
#,12164003,2,3,1,4,1,보조방어구,이지스 디펜더,Item_Name_12164003,10102001,6,6000,20700,2,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,70,2604010,1,0,6004,3009,6004,0,1,1,1,1,12164021,아카트 디펜더 3,,,
,13114001,3,1,1,4,1,보조방어구,윈드스톰 클록,Item_Name_13114001,10103001,1,6000,20700,3,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,10,3104010,0,80101101,0,0,0,0,1,1,1,1,13114001,윈드스톰 클록,,,
,13114002,3,2,1,4,1,보조방어구,마쉬 클록,Item_Name_13114002,10103001,1,6000,20700,3,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,10,3104020,0,80101101,0,0,0,0,1,1,1,1,13114011,윈드스톰 클록 2,,,
,13114003,3,3,1,4,1,보조방어구,마그네틱 클록,Item_Name_13114003,10103001,1,6000,20700,3,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,10,3104030,0,80101101,0,0,0,0,1,1,1,1,13114021,윈드스톰 클록 3,,,
,13124001,3,1,1,4,1,보조방어구,클라우드 클록,Item_Name_13124001,10103001,2,6000,20700,3,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,20,3204010,0,80101201,6000,3001,2004,0,1,1,1,1,13124001,클라우드 클록,,,
,13124002,3,2,1,4,1,보조방어구,플레임 클록,Item_Name_13124002,10103001,2,6000,20700,3,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,20,3204020,0,80101201,6000,3001,2004,0,1,1,1,1,13124011,클라우드 클록 2,,,
,13124003,3,3,1,4,1,보조방어구,오레올린 나이트 클록,Item_Name_13124003,10103001,2,6000,20700,3,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,20,3204030,0,80101201,6000,3001,2004,0,1,1,1,1,13124021,클라우드 클록 3,,,
,13134001,3,1,1,4,1,보조방어구,사일런스 클록,Item_Name_13134001,10103001,3,6000,20700,3,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,30,3304010,1,80101301,6001,3003,3004,0,1,1,1,1,13134001,사일런스 클록,,,
,13134002,3,2,1,4,1,보조방어구,블리자드 클록,Item_Name_13134002,10103001,3,6000,20700,3,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,30,3304020,1,80101301,6001,3003,3004,0,1,1,1,1,13134011,사일런스 클록 2,,,
,13134003,3,3,1,4,1,보조방어구,스펠 클록,Item_Name_13134003,10103001,3,6000,20700,3,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,30,3304030,1,80101301,6001,3003,3004,0,1,1,1,1,13134021,사일런스 클록 3,,,
,13144001,3,1,1,4,1,보조방어구,소울 클록,Item_Name_13144001,10103001,4,6000,20700,3,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,40,3404010,1,80101401,6002,3005,4004,0,1,1,1,1,13144001,소울 클록,,,
,13144002,3,2,1,4,1,보조방어구,스타라이트 클록,Item_Name_13144002,10103001,4,6000,20700,3,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,40,3404020,1,80101401,6002,3005,4004,0,1,1,1,1,13144011,소울 클록 2,,,
,13144003,3,3,1,4,1,보조방어구,이리듐 클록,Item_Name_13144003,10103001,4,6000,20700,3,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,40,3404030,1,80101401,6002,3005,4004,0,1,1,1,1,13144021,소울 클록 3,,,
,13154001,3,1,1,4,1,보조방어구,루크 클록,Item_Name_13154001,10103001,5,6000,20700,3,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,50,3504010,1,80101501,6003,3007,5004,0,1,1,1,1,13154001,루크 클록,,,
,13154002,3,2,1,4,1,보조방어구,마그마 클록,Item_Name_13154002,10103001,5,6000,20700,3,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,50,3504020,1,80101501,6003,3007,5004,0,1,1,1,1,13154011,루크 클록 2,,,
,13154003,3,3,1,4,1,보조방어구,미스틱 루크 클록,Item_Name_13154003,10103001,5,6000,20700,3,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,50,3504030,1,80101501,6003,3007,5004,0,1,1,1,1,13154021,루크 클록 3,,,
,13164001,3,1,1,4,1,보조방어구,컨쥬어 클록,Item_Name_13164001,10103001,6,6000,20700,3,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,70,3504010,1,0,6004,3009,6004,0,1,1,1,1,13164001,컨쥬어 클록,,,
#,13164002,3,2,1,4,1,보조방어구,블레이즈 클록,Item_Name_13164002,10103001,6,6000,20700,3,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,70,3504010,1,0,6004,3009,6004,0,1,1,1,1,13164011,컨쥬어 클록 2,,,
#,13164003,3,3,1,4,1,보조방어구,마나인플런스 클록,Item_Name_13164003,10103001,6,6000,20700,3,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,70,3504010,1,0,6004,3009,6004,0,1,1,1,1,13164021,컨쥬어 클록 3,,,
,14114001,4,1,1,4,1,보조방어구,자비 윙,Item_Name_14114001,10104001,1,6000,20700,4,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,10,4104010,0,80101101,0,0,0,0,1,1,1,1,14114001,자비 윙,,,
,14114002,4,2,1,4,1,보조방어구,호프 윙,Item_Name_14114002,10104001,1,6000,20700,4,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,10,4104020,0,80101101,0,0,0,0,1,1,1,1,14114011,자비 윙 2,,,
,14114003,4,3,1,4,1,보조방어구,크리스탈 윙,Item_Name_14114003,10104001,1,6000,20700,4,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,10,4104030,0,80101101,0,0,0,0,1,1,1,1,14114021,자비 윙 3,,,
,14124001,4,1,1,4,1,보조방어구,풍요 윙,Item_Name_14124001,10104001,2,6000,20700,4,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,20,4204010,0,80101201,6000,3001,2004,0,1,1,1,1,14124001,풍요 윙,,,
,14124002,4,2,1,4,1,보조방어구,섀도우 윙,Item_Name_14124002,10104001,2,6000,20700,4,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,20,4204020,0,80101201,6000,3001,2004,0,1,1,1,1,14124011,풍요 윙 2,,,
,14124003,4,3,1,4,1,보조방어구,프러시안 나이트 윙,Item_Name_14124003,10104001,2,6000,20700,4,15,1,100,1,sub_armor_0002,item_bg_grade_02,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,20,4204030,0,80101201,6000,3001,2004,0,1,1,1,1,14124021,풍요 윙 3,,,
,14134001,4,1,1,4,1,보조방어구,블리스 윙,Item_Name_14134001,10104001,3,6000,20700,4,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,30,4304010,1,80101301,6001,3003,3004,0,1,1,1,1,14134001,블리스 윙,,,
,14134002,4,2,1,4,1,보조방어구,패션 윙,Item_Name_14134002,10104001,3,6000,20700,4,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,30,4304020,1,80101301,6001,3003,3004,0,1,1,1,1,14134011,블리스 윙 2,,,
,14134003,4,3,1,4,1,보조방어구,오로라 윙,Item_Name_14134003,10104001,3,6000,20700,4,15,1,100,1,sub_armor_0003,item_bg_grade_03,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,30,4304030,1,80101301,6001,3003,3004,0,1,1,1,1,14134021,블리스 윙 3,,,
,14144001,4,1,1,4,1,보조방어구,레오파드 윙,Item_Name_14144001,10104001,4,6000,20700,4,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,40,4404010,1,80101401,6002,3005,4004,0,1,1,1,1,14144001,레오파드 윙,,,
,14144002,4,2,1,4,1,보조방어구,세인트 윙,Item_Name_14144002,10104001,4,6000,20700,4,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,40,4404020,1,80101401,6002,3005,4004,0,1,1,1,1,14144011,레오파드 윙 2,,,
,14144003,4,3,1,4,1,보조방어구,퓨어 윙,Item_Name_14144003,10104001,4,6000,20700,4,15,1,100,1,sub_armor_0004,item_bg_grade_04,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,40,4404030,1,80101401,6002,3005,4004,0,1,1,1,1,14144021,레오파드 윙 3,,,
,14154001,4,1,1,4,1,보조방어구,이글 윙,Item_Name_14154001,10104001,5,6000,20700,4,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,50,4504010,1,80101501,6003,3007,5004,0,1,1,1,1,14154001,이글 윙,,,
,14154002,4,2,1,4,1,보조방어구,선샤인 윙,Item_Name_14154002,10104001,5,6000,20700,4,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,50,4504020,1,80101501,6003,3007,5004,0,1,1,1,1,14154011,이글 윙 2,,,
,14154003,4,3,1,4,1,보조방어구,로듐 윙,Item_Name_14154003,10104001,5,6000,20700,4,15,1,100,1,sub_armor_0005,item_bg_grade_05,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,50,4504030,1,80101501,6003,3007,5004,0,1,1,1,1,14154021,이글 윙 3,,,
,14164001,4,1,1,4,1,보조방어구,프레어리 윙,Item_Name_14164001,10104001,6,6000,20700,4,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,70,4604010,1,0,6004,3009,6004,0,1,1,1,1,14164001,프레어리 윙,,,
#,14164002,4,2,1,4,1,보조방어구,이시스 윙,Item_Name_14164002,10104001,6,6000,20700,4,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,70,4604010,1,0,6004,3009,6004,0,1,1,1,1,14164011,프레어리 윙 2,,,
#,14164003,4,3,1,4,1,보조방어구,라이프가디언 윙,Item_Name_14164003,10104001,6,6000,20700,4,15,1,100,1,sub_armor_0005,item_bg_grade_06,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,70,4604010,1,0,6004,3009,6004,0,1,1,1,1,14164021,프레어리 윙 3,,,
,11115001,1,1,1,5,1,하의,제노 언더아머,Item_Name_11115001,10101001,1,10000,20500,1,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,1105010,0,80101101,0,0,0,0,1,1,1,1,11115001,제노 언더아머,,,
,11115002,1,2,1,5,1,하의,매틱 언더아머,Item_Name_11115002,10101001,1,10000,20500,1,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,1105020,0,80101101,0,0,0,0,1,1,1,1,11115011,제노 언더아머 2,,,
,11115003,1,3,1,5,1,하의,제노 메탈 언더아머,Item_Name_11115003,10101001,1,10000,20500,1,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,1105030,0,80101101,0,0,0,0,1,1,1,1,11115021,제노 언더아머 3,,,
,11125001,1,1,1,5,1,하의,브리노 언더아머,Item_Name_11125001,10101001,2,10000,20500,1,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,1205010,0,80101201,6000,3002,2005,0,1,1,1,1,11125001,브리노 언더아머,,,
,11125002,1,2,1,5,1,하의,듀크 언더아머,Item_Name_11125002,10101001,2,10000,20500,1,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,1205020,0,80101201,6000,3002,2005,0,1,1,1,1,11125011,브리노 언더아머 2,,,
,11125003,1,3,1,5,1,하의,크림슨 나이트 언더아머,Item_Name_11125003,10101001,2,10000,20500,1,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,1205030,0,80101201,6000,3002,2005,0,1,1,1,1,11125021,브리노 언더아머 3,,,
,11135001,1,1,1,5,1,하의,메탈 언더아머,Item_Name_11135001,10101001,3,10000,20500,1,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,1305010,1,80101301,6001,3004,3005,0,1,1,1,1,11135001,메탈 언더아머,,,
,11135002,1,2,1,5,1,하의,파워메탈 언더아머,Item_Name_11135002,10101001,3,10000,20500,1,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,1305020,1,80101301,6001,3004,3005,0,1,1,1,1,11135011,메탈 언더아머 2,,,
,11135003,1,3,1,5,1,하의,테우르츠 언더아머,Item_Name_11135003,10101001,3,10000,20500,1,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,1305030,1,80101301,6001,3004,3005,0,1,1,1,1,11135021,메탈 언더아머 3,,,
,11145001,1,1,1,5,1,하의,블러드 언더아머,Item_Name_11145001,10101001,4,10000,20500,1,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,1405010,1,80101401,6002,3006,4005,0,1,1,1,1,11145001,블러드 언더아머,,,
,11145002,1,2,1,5,1,하의,파황 언더아머,Item_Name_11145002,10101001,4,10000,20500,1,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,1405020,1,80101401,6002,3006,4005,0,1,1,1,1,11145011,블러드 언더아머 2,,,
,11145003,1,3,1,5,1,하의,플래티늄 언더아머,Item_Name_11145003,10101001,4,10000,20500,1,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,1405030,1,80101401,6002,3006,4005,0,1,1,1,1,11145021,블러드 언더아머 3,,,
,11155001,1,1,1,5,1,하의,메르두크 언더아머,Item_Name_11155001,10101001,5,10000,20500,1,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,1505010,1,80101501,6003,3008,5005,0,1,1,1,1,11155001,메르두크 언더아머,,,
,11155002,1,2,1,5,1,하의,프란츠 언더아머,Item_Name_11155002,10101001,5,10000,20500,1,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,1505020,1,80101501,6003,3008,5005,0,1,1,1,1,11155011,메르두크 언더아머 2,,,
,11155003,1,3,1,5,1,하의,버닝 프란츠 언더아머,Item_Name_11155003,10101001,5,10000,20500,1,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,1505030,1,80101501,6003,3008,5005,0,1,1,1,1,11155021,메르두크 언더아머 3,,,
,11165001,1,1,1,5,1,하의,인페르니움 언더아머,Item_Name_11165001,10101001,6,10000,20500,1,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,1605010,1,0,6004,3010,6005,0,1,1,1,1,11165001,인페르니움 언더아머,,,
#,11165002,1,2,1,5,1,하의,크리거 언더아머,Item_Name_11165002,10101001,6,10000,20500,1,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,1605010,1,0,6004,3010,6005,0,1,1,1,1,11165011,인페르니움 언더아머 2,,,
#,11165003,1,3,1,5,1,하의,코닉플레임 언더아머,Item_Name_11165003,10101001,6,10000,20500,1,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,1605010,1,0,6004,3010,6005,0,1,1,1,1,11165021,인페르니움 언더아머 3,,,
,12115001,2,1,1,5,1,하의,마린 언더슈트,Item_Name_12115001,10102001,1,10000,20500,2,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,2105010,0,80101101,0,0,0,0,1,1,1,1,12115001,마린 언더슈트,,,
,12115002,2,2,1,5,1,하의,인팬트리 언더슈트,Item_Name_12115002,10102001,1,10000,20500,2,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,2105020,0,80101101,0,0,0,0,1,1,1,1,12115011,마린 언더슈트 2,,,
,12115003,2,3,1,5,1,하의,스커미셔 언더슈트,Item_Name_12115003,10102001,1,10000,20500,2,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,2105030,0,80101101,0,0,0,0,1,1,1,1,12115021,마린 언더슈트 3,,,
,12125001,2,1,1,5,1,하의,스카우트 언더슈트,Item_Name_12125001,10102001,2,10000,20500,2,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,2205010,0,80101201,6000,3002,2005,0,1,1,1,1,12125001,스카우트 언더슈트,,,
,12125002,2,2,1,5,1,하의,불릿프루프 언더슈트,Item_Name_12125002,10102001,2,10000,20500,2,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,2205020,0,80101201,6000,3002,2005,0,1,1,1,1,12125011,스카우트 언더슈트 2,,,
,12125003,2,3,1,5,1,하의,코발트 나이트 언더슈트,Item_Name_12125003,10102001,2,10000,20500,2,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,2205030,0,80101201,6000,3002,2005,0,1,1,1,1,12125021,스카우트 언더슈트 3,,,
,12135001,2,1,1,5,1,하의,어썰트 언더슈트,Item_Name_12135001,10102001,3,10000,20500,2,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,2305010,1,80101301,6001,3004,3005,0,1,1,1,1,12135001,어썰트 언더슈트,,,
,12135002,2,2,1,5,1,하의,택티컬 언더슈트,Item_Name_12135002,10102001,3,10000,20500,2,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,2305020,1,80101301,6001,3004,3005,0,1,1,1,1,12135011,어썰트 언더슈트 2,,,
,12135003,2,3,1,5,1,하의,셀베이션 언더슈트,Item_Name_12135003,10102001,3,10000,20500,2,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,2305030,1,80101301,6001,3004,3005,0,1,1,1,1,12135021,어썰트 언더슈트 3,,,
,12145001,2,1,1,5,1,하의,바이오닉 언더슈트,Item_Name_12145001,10102001,4,10000,20500,2,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,2405010,1,80101401,6002,3006,4005,0,1,1,1,1,12145001,바이오닉 언더슈트,,,
,12145002,2,2,1,5,1,하의,아쿠아마린 언더슈트,Item_Name_12145002,10102001,4,10000,20500,2,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,2405020,1,80101401,6002,3006,4005,0,1,1,1,1,12145011,바이오닉 언더슈트 2,,,
,12145003,2,3,1,5,1,하의,팔라듐 언더슈트,Item_Name_12145003,10102001,4,10000,20500,2,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,2405030,1,80101401,6002,3006,4005,0,1,1,1,1,12145021,바이오닉 언더슈트 3,,,
,12155001,2,1,1,5,1,하의,하르세스 언더슈트,Item_Name_12155001,10102001,5,10000,20500,2,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,2505010,1,80101501,6003,3008,5005,0,1,1,1,1,12155001,하르세스 언더슈트,,,
,12155002,2,2,1,5,1,하의,파이어마린 언더슈트,Item_Name_12155002,10102001,5,10000,20500,2,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,2505020,1,80101501,6003,3008,5005,0,1,1,1,1,12155011,하르세스 언더슈트 2,,,
,12155003,2,3,1,5,1,하의,위하르 언더슈트,Item_Name_12155003,10102001,5,10000,20500,2,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,2505030,1,80101501,6003,3008,5005,0,1,1,1,1,12155021,하르세스 언더슈트 3,,,
,12165001,2,1,1,5,1,하의,아카트 언더슈트,Item_Name_12165001,10102001,6,10000,20500,2,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,2605010,1,0,6004,3010,6005,0,1,1,1,1,12165001,아카트 언더슈트,,,
#,12165002,2,2,1,5,1,하의,뱅퀴쉬 언더슈트,Item_Name_12165002,10102001,6,10000,20500,2,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,2605010,1,0,6004,3010,6005,0,1,1,1,1,12165011,아카트 언더슈트 2,,,
#,12165003,2,3,1,5,1,하의,이지스 언더슈트,Item_Name_12165003,10102001,6,10000,20500,2,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,2605010,1,0,6004,3010,6005,0,1,1,1,1,12165021,아카트 언더슈트 3,,,
,13115001,3,1,1,5,1,하의,윈드스톰 팬츠,Item_Name_13115001,10103001,1,10000,20500,3,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,3105010,0,80101101,0,0,0,0,1,1,1,1,13115001,윈드스톰 팬츠,,,
,13115002,3,2,1,5,1,하의,마쉬 팬츠,Item_Name_13115002,10103001,1,10000,20500,3,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,3105020,0,80101101,0,0,0,0,1,1,1,1,13115011,윈드스톰 팬츠 2,,,
,13115003,3,3,1,5,1,하의,마그네틱 팬츠,Item_Name_13115003,10103001,1,10000,20500,3,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,3105030,0,80101101,0,0,0,0,1,1,1,1,13115021,윈드스톰 팬츠 3,,,
,13125001,3,1,1,5,1,하의,클라우드 팬츠,Item_Name_13125001,10103001,2,10000,20500,3,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,3205010,0,80101201,6000,3002,2005,0,1,1,1,1,13125001,클라우드 팬츠,,,
,13125002,3,2,1,5,1,하의,플레임 팬츠,Item_Name_13125002,10103001,2,10000,20500,3,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,3205020,0,80101201,6000,3002,2005,0,1,1,1,1,13125011,클라우드 팬츠 2,,,
,13125003,3,3,1,5,1,하의,오레올린 나이트 팬츠,Item_Name_13125003,10103001,2,10000,20500,3,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,3205030,0,80101201,6000,3002,2005,0,1,1,1,1,13125021,클라우드 팬츠 3,,,
,13135001,3,1,1,5,1,하의,사일런스 팬츠,Item_Name_13135001,10103001,3,10000,20500,3,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,3305010,1,80101301,6001,3004,3005,0,1,1,1,1,13135001,사일런스 팬츠,,,
,13135002,3,2,1,5,1,하의,블리자드 팬츠,Item_Name_13135002,10103001,3,10000,20500,3,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,3305020,1,80101301,6001,3004,3005,0,1,1,1,1,13135011,사일런스 팬츠 2,,,
,13135003,3,3,1,5,1,하의,스펠 팬츠,Item_Name_13135003,10103001,3,10000,20500,3,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,3305030,1,80101301,6001,3004,3005,0,1,1,1,1,13135021,사일런스 팬츠 3,,,
